[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  282 UNKNOWN                  29       3.25       0.02      30.17       8.68
  283 UNKNOWN                  27       5.23       0.01      27.74      10.24
  284 UNKNOWN                  26       8.74       0.02      29.04      12.45
  285 UNKNOWN                  26       1.50       0.04      27.32       5.17
  286 UNKNOWN                  26       0.29       0.02       0.94       0.25
  287 UNKNOWN                  23       6.36       0.02      28.76      11.34
  288 UNKNOWN                  27       5.30       0.02      28.64      10.59
  289 UNKNOWN                  27       1.38       0.04      28.00       5.23
  290 UNKNOWN                  27       0.30       0.02       1.30       0.29
  291 UNKNOWN                  28       1.34       0.01      28.44       5.22
  292 UNKNOWN                  26       0.25       0.01       1.25       0.27
  293 UNKNOWN                  23       0.47       0.04       1.75       0.52
  294 UNKNOWN                  22       0.56       0.03       1.72       0.48
  295 UNKNOWN                  29       5.29       5.06       5.68       0.19
  296 UNKNOWN                  29       5.19       5.04       5.32       0.07

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       4337.4      4.337   100.0%
TOTAL                             4337.4      4.337

Saved raw event timing to event_timing.json
