[EVENT_TIMING] 8880 event firings recorded

================================================================================
PER-EVENT WALL-CLOCK TIMING (barrier-to-barrier)
================================================================================
Event TaskType              Count    Avg(us)    Min(us)    Max(us)    Std(us)
  293 UNKNOWN                  27       2.72       0.01      34.25       8.83
  294 UNKNOWN                  27       2.69       0.02      33.92       8.73
  295 UNKNOWN                  29       5.40       4.91       5.64       0.16
  296 UNKNOWN                  29       4.73       4.61       4.89       0.07

================================================================================
PER-TYPE SUMMARY (sum of avg durations across all events)
================================================================================
TaskType             Events    Total(us)  Total(ms)        %
----------------------------------------------------------
UNKNOWN                 296       4328.5      4.329   100.0%
TOTAL                             4328.5      4.329

Saved raw event timing to event_timing.json
